title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Match Score,Abstract Status,Abstract Error
How ai processing delays foster creativity: Exploring research question co-creation with an llm-based agent,Y Liu; S Chen; H Cheng; M Yu; X Ran; A Mo,2024.0,Proceedings of the …,"In this study, we propose and examine a new agent LLM system that helps researchers   We also discuss whether LLM-based co-creation systems can help facilitate the process of",https://dl.acm.org/doi/abs/10.1145/3613904.3642698,https://dl.acm.org/doi/full/10.1145/3613904.3642698,110,"/scholar?cites=13737023982319331942&as_sdt=5,33&sciodt=0,33&hl=en",How ai processing delays foster creativity: Exploring research question co-creation with an llm-based agent,"Developing novel research questions (RQs) often requires extensive literature reviews, especially in interdisciplinary fields. To support RQ development through human-AI co-creation, we leveraged Large Language Models (LLMs) to build an LLM-based agent system named CoQuest. We conducted an experiment with 20 HCI researchers to examine the impact of two interaction designs: breadth-first and depth-first RQ generation. The findings revealed that participants perceived the breadth-first approach as more creative and trustworthy upon task completion. Conversely, during the task, participants considered the depth-first generated RQs as more creative. Additionally, we discovered that AI processing delays allowed users to reflect on multiple RQs simultaneously, leading to a higher quantity of generated RQs and an enhanced sense of control. Our work makes both theoretical and practical contributions by proposing and evaluating a mental model for human-AI co-creation of RQs. We also address potential ethical issues, such as biases and over-reliance on AI, advocating for using the system to improve human research creativity rather than automating scientific inquiry. The system’s source is available at: https://github.com/yiren-liu/coquest.",https://doi.org/10.1145/3613904.3642698,OpenAlex,1.0,found,
Memory sharing for large language model based agents,H Gao; Y Zhang,2024.0,arXiv preprint arXiv:2404.09982,"To further minimize the dependence of LLMbased agents on external data and enhance  their performance, this paper introduces the Memory Sharing (MS) framework. The MS",https://arxiv.org/abs/2404.09982,https://arxiv.org/pdf/2404.09982,42,"/scholar?cites=12760140377850710133&as_sdt=5,33&sciodt=0,33&hl=en",Memory sharing for large language model based agents,"While Large Language Model (LLM) based agents excel at complex tasks, their performance in open-ended scenarios is often constrained by isolated operation and reliance on static databases, missing the dynamic knowledge exchange of human dialogue. To bridge this gap, we propose the INteractive Memory Sharing (INMS) framework, an asynchronous interaction paradigm for multi-agent systems. By integrating real-time memory filtering, storage, and retrieval, INMS establishes a shared conversational memory pool. This enables continuous, dialogue-like memory sharing among agents, promoting collective self-enhancement and dynamically refining the retrieval mediator based on interaction history. Extensive experiments across three datasets demonstrate that INMS significantly improves agent performance by effectively modeling multi-agent interaction and collective knowledge sharing.",https://doi.org/10.48550/arxiv.2404.09982,OpenAlex,0.9541,found,
Evaluating generalization capabilities of LLM-based agents in mixed-motive scenarios using concordia,C Smith; M Abdulhai; M Diaz; M Tesic,2025.0,arXiv preprint arXiv …,"represent a critical frontier for LLM-based agents, yet existing  LLM-based agents to cooperate  in zero-shot, mixed-motive environments using Concordia, a natural language multi-agent",https://arxiv.org/abs/2512.03318,https://arxiv.org/pdf/2512.03318,8,"/scholar?cites=427424846800271329&as_sdt=5,33&sciodt=0,33&hl=en",Evaluating generalization capabilities of LLM-based agents in mixed-motive scenarios using concordia,"Large Language Model (LLM) agents have demonstrated impressive capabilities for social interaction and are increasingly being deployed in situations where they might engage with both human and artificial agents. These interactions represent a critical frontier for LLM-based agents, yet existing evaluation methods fail to measure how well these capabilities generalize to novel social situations. In this paper, we introduce a method for evaluating the ability of LLM-based agents to cooperate in zero-shot, mixed-motive environments using Concordia, a natural language multi-agent simulation environment. Our method measures general cooperative intelligence by testing an agent's ability to identify and exploit opportunities for mutual gain across diverse partners and contexts. We present empirical results from the NeurIPS 2024 Concordia Contest, where agents were evaluated on their ability to achieve mutual gains across a suite of diverse scenarios ranging from negotiation to collective action problems. Our findings reveal significant gaps between current agent capabilities and the robust generalization required for reliable cooperation, particularly in scenarios demanding persuasion and norm enforcement.",https://doi.org/10.48550/arxiv.2512.03318,OpenAlex,1.0,found,
Audit-llm: Multi-agent collaboration for log-based insider threat detection,C Song; L Ma; J Zheng; J Liao; H Kuang,2024.0,arXiv preprint arXiv …,"-LLM, a multi-agent log-based insider threat detection framework comprising three collaborative  agents: (i) the Decomposer agent,  ; (ii) the Tool Builder agent, creating reusable tools for",https://arxiv.org/abs/2408.08902,https://arxiv.org/pdf/2408.08902?,58,"/scholar?cites=1011837628020352830&as_sdt=5,33&sciodt=0,33&hl=en",Audit-llm: Multi-agent collaboration for log-based insider threat detection,"Log-based insider threat detection (ITD) detects malicious user activities by auditing log entries. Recently, large language models (LLMs) with strong common sense knowledge have emerged in the domain of ITD. Nevertheless, diverse activity types and overlong log files pose a significant challenge for LLMs in directly discerning malicious ones within myriads of normal activities. Furthermore, the faithfulness hallucination issue from LLMs aggravates its application difficulty in ITD, as the generated conclusion may not align with user commands and activity context. In response to these challenges, we introduce Audit-LLM, a multi-agent log-based insider threat detection framework comprising three collaborative agents: (i) the Decomposer agent, breaking down the complex ITD task into manageable sub-tasks using Chain-of-Thought (COT) reasoning;(ii) the Tool Builder agent, creating reusable tools for sub-tasks to overcome context length limitations in LLMs; and (iii) the Executor agent, generating the final detection conclusion by invoking constructed tools. To enhance conclusion accuracy, we propose a pair-wise Evidence-based Multi-agent Debate (EMAD) mechanism, where two independent Executors iteratively refine their conclusions through reasoning exchange to reach a consensus. Comprehensive experiments conducted on three publicly available ITD datasets-CERT r4.2, CERT r5.2, and PicoDomain-demonstrate the superiority of our method over existing baselines and show that the proposed EMAD significantly improves the faithfulness of explanations generated by LLMs.",https://doi.org/10.48550/arxiv.2408.08902,OpenAlex,1.0,found,
Minimizing Response Latency in LLM-Based Agent Systems: A Comprehensive Survey,G Park; S Lee; Y Park,2026.0,IEEE Access,"as ‘‘LLM agent latency,’’ ‘‘large language model performance,’’ ‘‘agent system optimization,’  tion,’’ ‘‘multi-agent communication overhead,’’ and ‘‘LLM serving systems.’’ We primarily",https://ieeexplore.ieee.org/abstract/document/11394729/,https://ieeexplore.ieee.org/iel8/6287639/6514899/11394729.pdf,1,"/scholar?cites=10521210151627097861&as_sdt=5,33&sciodt=0,33&hl=en",Minimizing Response Latency in LLM-Based Agent Systems: A Comprehensive Survey,"The advent of Large Language Model (LLM)-based agent systems represents a significant paradigm shift in Artificial Intelligence, enabling unprecedented capabilities in autonomous reasoning, planning, and interaction. However, the transformative potential of these agents is fundamentally constrained by a critical operational challenge: high response latency. This latency, which impairs usability, restricts real-time applicability, and challenges economic viability, is a paramount barrier to their widespread adoption in complex, real-world scenarios. This survey provides a comprehensive and structured analysis of the multifaceted latency problem in LLM-based agent systems. We present a structured taxonomy that deconstructs end-to-end latency into its constituent sources, offering a holistic view of the entire agent stack. Our review spans four primary layers of optimization: (1) Core LLM Inference, covering techniques to accelerate the foundational model, including quantization, pruning, efficient attention mechanisms, and speculative decoding; (2) Agent-Level Frameworks, detailing strategies to refine the agent’s cognitive loop, such as accelerating planning cycles, optimizing tool use, and implementing latency-aware memory management; (3) System-Level and Infrastructure, encompassing optimizations for the underlying deployment environment, including advanced serving systems, hardware acceleration, dynamic resource allocation, and distributed architectures; and (4) Multi-Agent Systems, addressing specialized methods for mitigating communication and coordination overhead in collaborative agent ensembles. We identify key unresolved challenges and outline promising future research directions—including hardware-software co-design, novel agent architectures, and AI-driven system orchestration—to guide the ongoing quest for ultra-low latency intelligent systems.",https://doi.org/10.1109/access.2026.3664226,OpenAlex,1.0,found,
Demystifying llm-based software engineering agents,CS Xia; Y Deng; S Dunn; L Zhang,2025.0,Proceedings of the ACM on Software …,"affect all future decisions made by the agent. In this paper, we advocate that instead of  rushing to develop increasingly complex LLM agentbased approaches and tools for software",https://dl.acm.org/doi/abs/10.1145/3715754,https://dl.acm.org/doi/pdf/10.1145/3715754,82,"/scholar?cites=5908066739003088477&as_sdt=5,33&sciodt=0,33&hl=en",Demystifying llm-based software engineering agents,"Recent advancements in large language models (LLMs) have significantly advanced the automation of software development tasks, including code synthesis, program repair, and test generation. More recently, researchers and industry practitioners have developed various autonomous LLM agents to perform end-to-end software development tasks. These agents are equipped with the ability to use tools, run commands, observe feedback from the environment, and plan for future actions. However, the complexity of these agent-based approaches, together with the limited abilities of current LLMs, raises the following question: Do we really have to employ complex autonomous software agents? To attempt to answer this question, we build Agentless – an agentless approach to automatically resolve software development issues. Compared to the verbose and complex setup of agent-based approaches, Agentless employs a simplistic three-phase process of localization, repair, and patch validation, without letting the LLM decide future actions or operate with complex tools. Our results on the popular SWE-bench Lite benchmark show that surprisingly the simplistic Agentless is able to achieve both the highest performance (32.00%, 96 correct fixes) and low cost ($0.70) compared with all existing open-source software agents at the time of paper submission! Agentless also achieves more than 50% solve rate when using Claude 3.5 Sonnet on the new SWE-bench Verified benchmark. In fact, Agentless has already been adopted by OpenAI as the go-to approach to showcase the real-world coding performance of both GPT-4o and the new o1 models; more recently, Agentless has also been used by DeepSeek to evaluate their newest DeepSeek V3 and R1 models. Furthermore, we manually classified the problems in SWE-bench Lite and found problems with exact ground truth patches or insufficient/misleading issue descriptions. As such, we construct SWE-bench Lite-𝑆 by excluding such problematic issues to perform more rigorous evaluation and comparison. Our work highlights the currently overlooked potential of a simplistic, cost-effective technique in autonomous software development. We hope Agentless will help reset the baseline, starting point, and horizon for autonomous software agents, and inspire future work along this crucial direction. We have open-sourced Agentless at: https://github.com/OpenAutoCoder/Agentless",https://doi.org/10.1145/3715754,OpenAlex,1.0,found,
On the resilience of llm-based multi-agent collaboration with faulty agents,J Huang; J Zhou; T Jin; X Zhou; Z Chen,2024.0,arXiv preprint arXiv …,"Large language model-based multi-agent systems have shown great abilities  agents,  each focusing on a specific domain. However, the impact of clumsy or even malicious agents—",https://arxiv.org/abs/2408.00989,https://arxiv.org/pdf/2408.00989,49,"/scholar?cites=2137458891747473244&as_sdt=5,33&sciodt=0,33&hl=en",On the resilience of llm-based multi-agent collaboration with faulty agents,"Large language model-based multi-agent systems have shown great abilities across various tasks due to the collaboration of expert agents, each focusing on a specific domain. However, the impact of clumsy or even malicious agents--those who frequently make errors in their tasks--on the overall performance of the system remains underexplored. This paper investigates: (1) What is the resilience of various system structures (e.g., A$\rightarrow$B$\rightarrow$C, A$\leftrightarrow$B$\leftrightarrow$C) under faulty agents, on different downstream tasks? (2) How can we increase system resilience to defend against these agents? To simulate faulty agents, we propose two approaches--AutoTransform and AutoInject--which introduce mistakes into the agents' responses. Experiments on four downstream tasks using six systems show that the ""hierarchical"" structure, i.e., A$\rightarrow$(B$\leftrightarrow$C), exhibits superior resilience with the lowest performance drop of 5.5%, compared to 10.5% and 23.7% of other two structures. To further improve resilience, we introduce (1) Challenger, that introduces a mechanism for each agent to challenge others' outputs, and (2) Inspector, an additional agent to review and correct messages, recovering up to 96.4% errors made by faulty agents. Our code and data are available at https://github.com/CUHK-ARISE/MAS-Resilience.",https://doi.org/10.48550/arxiv.2408.00989,OpenAlex,1.0,found,
"Security of LLM-based Agents Regarding Attacks, Defenses, and Applications: A Comprehensive Survey",Y Tang; Y Liu; J Lan; Z Yan; E Gelenbe,2025.0,Information Fusion,"enabled by LLM-based agents. We first introduce the foundations of LLM-based agents, and   -related applications enabled by LLM-based agents and summarize the existing work from",https://www.sciencedirect.com/science/article/pii/S1566253525010036,,2,"/scholar?cites=11664238695241691611&as_sdt=5,33&sciodt=0,33&hl=en","Security of LLM-based Agents Regarding Attacks, Defenses, and Applications: A Comprehensive Survey",,,,,skipped,query_arxiv: HTTPError: 429 Client Error: Unknown Error for url: https://export.arxiv.org/api/query?search_query=ti%3A%22Security+of+LLM-based+Agents+Regarding+Attacks%2C+Defenses%2C+and+Applications%3A+A+Comprehensive+Survey%22&start=0&max_results=5
Where llm agents fail and how they can learn from failures,K Zhu; Z Liu; B Li; M Tian; Y Yang; J Zhang,2025.0,arXiv preprint arXiv …,• We analyze failed trajectories of LLM agents across diverse benchmarks and show that  error propagation—early mistakes cascading into later failures—is the key bottleneck to,https://arxiv.org/abs/2509.25370,https://arxiv.org/pdf/2509.25370?,23,"/scholar?cites=10085541191268226801&as_sdt=5,33&sciodt=0,33&hl=en",Where llm agents fail and how they can learn from failures,"Large Language Model (LLM) agents, which integrate planning, memory, reflection, and tool-use modules, have shown promise in solving complex, multi-step tasks. Yet their sophisticated architectures amplify vulnerability to cascading failures, where a single root-cause error propagates through subsequent decisions, leading to task failure. Current systems lack a framework that can comprehensively understand agent error in a modular and systemic way, and therefore fail to detect these errors accordingly. We address this gap with three contributions. First, we introduce the AgentErrorTaxonomy, a modular classification of failure modes spanning memory, reflection, planning, action, and system-level operations. Second, we construct AgentErrorBench, the first dataset of systematically annotated failure trajectories from ALFWorld, GAIA, and WebShop, grounding error analysis in real-world agent rollouts. Third, we propose AgentDebug, a debugging framework that isolates root-cause failures and provides corrective feedback, enabling agents to recover and iteratively improve. Experiments on AgentErrorBench show that AgentDebug achieves 24% higher all-correct accuracy and 17% higher step accuracy compared to the strongest baseline. Beyond detection, the targeted feedback generated by AgentDebug enables LLM agents to iteratively recover from failures, yielding up to 26% relative improvements in task success across ALFWorld, GAIA, and WebShop. These results establish principled debugging as a pathway to more reliable and adaptive LLM agents. The code and data will be available at https://github.com/ulab-uiuc/AgentDebug",10.48550/arXiv.2509.25370,Semantic Scholar,1.0,found,
Screenagent: A vision language model-driven computer control agent,R Niu; J Li; S Wang; Y Fu; X Hu; X Leng; H Kong,2024.0,arXiv preprint arXiv …,"Powered by the computer, we can hopefully build a more generalized agent to  Language  Model (VLM) agent to interact with a real computer screen. Within this environment, the agent",https://arxiv.org/abs/2402.07945,https://arxiv.org/pdf/2402.07945,116,"/scholar?cites=18099896226332060575&as_sdt=5,33&sciodt=0,33&hl=en",Screenagent: A vision language model-driven computer control agent,"Existing Large Language Models (LLM) can invoke a variety of tools and APIs to complete complex tasks. The computer, as the most powerful and universal tool, could potentially be controlled directly by a trained LLM agent. Powered by the computer, we can hopefully build a more generalized agent to assist humans in various daily digital works. In this paper, we construct an environment for a Vision Language Model (VLM) agent to interact with a real computer screen. Within this environment, the agent can observe screenshots and manipulate the Graphics User Interface (GUI) by outputting mouse and keyboard actions. We also design an automated control pipeline that includes planning, acting, and reflecting phases, guiding the agent to continuously interact with the environment and complete multi-step tasks. Additionally, we construct the ScreenAgent Dataset, which collects screenshots and action sequences when completing a variety of daily computer tasks. Finally, we trained a model, ScreenAgent, which achieved computer control capabilities comparable to GPT-4V and demonstrated more precise UI positioning capabilities. Our attempts could inspire further research on building a generalist LLM agent. The code is available at \url{https://github.com/niuzaisheng/ScreenAgent}.",https://doi.org/10.48550/arxiv.2402.07945,OpenAlex,1.0,found,
Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,Y Xie; C Zhu; X Zhang; T Zhu; D Ye; M Wang,2025.0,arXiv preprint arXiv …,"To address RQ1, we examine whether intentionhiding malicious agents can disrupt the  overall performance of LLM-based multi-agent systems. We conduct experiments across six",https://arxiv.org/abs/2507.04724,https://arxiv.org/pdf/2507.04724,10,"/scholar?cites=5042407008876286366&as_sdt=5,33&sciodt=0,33&hl=en",Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,"Multi-agent systems powered by Large Language Models (LLM-MAS) have demonstrated remarkable capabilities in collaborative problem-solving. However, their deployment also introduces new security risks. Existing research on LLM-based agents has primarily examined single-agent scenarios, while the security of multi-agent systems remains largely unexplored. To address this gap, we present a systematic study of intention-hiding threats in LLM-MAS. We design four representative attack paradigms that subtly disrupt task completion while maintaining a high degree of stealth, and evaluate them under centralized, decentralized, and layered communication structures. Experimental results show that these attacks are highly disruptive and can easily evade existing defense mechanisms. To counter these threats, we propose AgentXposed, a psychology-inspired detection framework. AgentXposed draws on the HEXACO personality model, which characterizes agents through psychological trait dimensions, and the Reid interrogation technique, a structured method for eliciting concealed intentions. By combining progressive questionnaire probing with behavior-based inter-agent monitoring, the framework enables the proactive identification of malicious agents before harmful actions are carried out. Extensive experiments across six datasets against both our proposed attacks and two baseline threats demonstrate that AgentXposed effectively detects diverse forms of malicious behavior, achieving strong robustness across multiple communication settings.",https://doi.org/10.48550/arxiv.2507.04724,OpenAlex,1.0,found,
Trajllm: A modular llm-enhanced agent-based framework for realistic human trajectory simulation,C Ju; J Liu; S Sinha; H Xue; F Salim,2025.0,… Proceedings of the ACM on Web …,"In this paper, we propose an LLM-empowered agent-based modular mobility generation   nisms to allow memory-guided LLM agents to simulate effective human activity trajectories. Key",https://dl.acm.org/doi/abs/10.1145/3701716.3715201,https://dl.acm.org/doi/pdf/10.1145/3701716.3715201,18,"/scholar?cites=12970450367427464716&as_sdt=5,33&sciodt=0,33&hl=en",Trajllm: A modular llm-enhanced agent-based framework for realistic human trajectory simulation,"This work leverages Large Language Models (LLMs) to simulate human mobility, addressing challenges like high costs and privacy concerns in traditional models. Our hierarchical framework integrates persona generation, activity selection, and destination prediction, using real-world demographic and psychological data to create realistic movement patterns. Both physical models and language models are employed to explore and demonstrate different methodologies for human mobility simulation. By structuring data with summarization and weighted density metrics, the system ensures scalable memory management while retaining actionable insights. Preliminary results indicate that LLM-driven simulations align with observed real-world patterns, offering scalable, interpretable insights for social problems such as urban planning, traffic management, and public health. The framework's ability to dynamically generate personas and activities enables it to provide adaptable and realistic daily routines. This study demonstrates the transformative potential of LLMs in advancing mobility modeling for societal and urban applications. The source code and interactive demo for our framework are available at https://github.com/cju0/TrajLLM.",https://doi.org/10.1145/3701716.3715201,OpenAlex,1.0,found,
Agentmisalignment: Measuring the propensity for misaligned behaviour in llm-based agents,A Naik; P Quinn; G Bosch; E Gouné; FJC Zabala,2025.0,arXiv preprint arXiv …,"In the Resource Negotiation evaluation we found that LLM agents may internally plan to  manipulate or strategically manage information to secure resources, highlighting the importance",https://arxiv.org/abs/2506.04018,https://arxiv.org/pdf/2506.04018,11,"/scholar?cites=10800126447881943405&as_sdt=5,33&sciodt=0,33&hl=en",Agentmisalignment: Measuring the propensity for misaligned behaviour in llm-based agents,"As Large Language Model (LLM) agents become more widespread, associated misalignment risks increase. While prior research has studied agents' ability to produce harmful outputs or follow malicious instructions, it remains unclear how likely agents are to spontaneously pursue unintended goals in realistic deployments. In this work, we approach misalignment as a conflict between the internal goals pursued by the model and the goals intended by its deployer. We introduce a misalignment propensity benchmark, \textsc{AgentMisalignment}, a benchmark suite designed to evaluate the propensity of LLM agents to misalign in realistic scenarios. Evaluations cover behaviours such as avoiding oversight, resisting shutdown, sandbagging, and power-seeking. Testing frontier models, we find that more capable agents tend to exhibit higher misalignment on average. We also systematically vary agent personalities through different system prompts and observe that persona characteristics can strongly and unpredictably influence misalignment, sometimes more than the choice of model itself. Our results reveal the limitations of current alignment methods for autonomous LLM agents and underscore the need to rethink misalignment in realistic deployment settings.",https://doi.org/10.48550/arxiv.2506.04018,OpenAlex,1.0,found,
Agentic reasoning: A streamlined framework for enhancing llm reasoning with agentic tools,J Wu; J Zhu; Y Liu; M Xu; Y Jin,2025.0,… of the 63rd Annual Meeting of the …,"Our core idea is to enhance LLM reasoning by integrating external LLM-based agents into  the process. During reasoning, the model can call these agents as tools to assist in problem-",https://aclanthology.org/2025.acl-long.1383/,https://aclanthology.org/2025.acl-long.1383.pdf,52,"/scholar?cites=1243566889761202134&as_sdt=5,33&sciodt=0,33&hl=en",Agentic reasoning: A streamlined framework for enhancing llm reasoning with agentic tools,"We introduce Agentic Reasoning, a framework that enhances large language model (LLM) reasoning by integrating external tool-using agents.Agentic Reasoning dynamically leverages web search, code execution, and structured memory to address complex problems requiring deep research.A key innovation in our framework is the Mind-Map agent, which constructs a structured knowledge graph to store reasoning context and track logical relationships, ensuring coherence in long reasoning chains with extensive tool usage.Additionally, we conduct a comprehensive exploration of the Web-Search agent, leading to a highly effective search mechanism that surpasses all prior approaches.When deployed on DeepSeek-R1, our method achieves a new state-of-the-art (SOTA) among public models and delivers performance comparable to OpenAI Deep Research, the leading proprietary model in this domain.Extensive ablation studies validate the optimal selection of agentic tools and confirm the effectiveness of our Mind-Map and Web-Search agents in enhancing LLM reasoning.Our code and data are publicly available.",https://doi.org/10.18653/v1/2025.acl-long.1383,OpenAlex,1.0,found,
Towards scientific intelligence: A survey of llm-based scientific agents,S Ren; C Xie; P Jian; Z Ren; C Leng,2025.0,arXiv preprint arXiv …,"agents capable of automating complex tasks such as hypothesis generation, experimental  design, and data analysis. Unlike general-purpose LLM agents viding a single LLM agent with",https://arxiv.org/abs/2503.24047,https://arxiv.org/pdf/2503.24047,83,"/scholar?cites=15023385731697338152&as_sdt=5,33&sciodt=0,33&hl=en",Towards scientific intelligence: A survey of llm-based scientific agents,"As scientific research becomes increasingly complex, innovative tools are needed to manage vast data, facilitate interdisciplinary collaboration, and accelerate discovery. Large language models (LLMs) are now evolving into LLM-based scientific agents that automate critical tasks ranging from hypothesis generation and experiment design to data analysis and simulation. Unlike general-purpose LLMs, these specialized agents integrate domain-specific knowledge, advanced tool sets, and robust validation mechanisms, enabling them to handle complex data types, ensure reproducibility, and drive scientific breakthroughs. This survey provides a focused review of the architectures, design, benchmarks, applications, and ethical considerations surrounding LLM-based scientific agents. We highlight why they differ from general agents and the ways in which they advance research across various scientific fields. By examining their development and challenges, this survey offers a comprehensive roadmap for researchers and practitioners to harness these agents for more efficient, reliable, and ethically sound scientific discovery.",https://doi.org/10.48550/arxiv.2503.24047,OpenAlex,1.0,found,
Agentic LLMs in the supply chain: towards autonomous multi-agent consensus-seeking,V Jannelli; S Schoepf; M Bickel; T Netland,2026.0,International Journal of …,"Recent advances in Generative AI, particularly Large Language Model agents (LLM  agents), could overcome these barriers. This paper explores how LLM agents can automate",https://www.tandfonline.com/doi/abs/10.1080/00207543.2025.2604311,https://www.tandfonline.com/doi/pdf/10.1080/00207543.2025.2604311,30,"/scholar?cites=11746026504205669177&as_sdt=5,33&sciodt=0,33&hl=en",Agentic LLMs in the supply chain: towards autonomous multi-agent consensus-seeking,"Supply Chain Management relies on human consensus in decision-making to avoid emergent problems like the bullwhip effect. Some routine consensus processes, especially those that are time-intensive, can be automated. Previously proposed supply chain automation solutions for consensus-seeking and coordination faced computational challenges, resulting in high entry barriers. Recent advances in Generative AI, particularly Large Language Model agents (LLM agents), could overcome these barriers. This paper explores how LLM agents can automate consensus-seeking in supply chains. We introduce a series of novel, supply chain-specific consensus-seeking frameworks and validate the effectiveness of our approach through a case study in inventory management, where agents that represent companies in a supply chain are able to balance selfish goals with systemic outcomes through conversation. Our results show that introducing LLM-based consensus-seeking frameworks reduces bullwhip effects. When equipped with appropriate tools, LLM agents can minimise bullwhip better than restocking policies and centralised demand approaches. Additionally, when LLM agents are handled within a negotiation framework, their behaviour converges to best practices in the supply chain literature on how to lessen the bullwhip effect. To provide a foundation for further advancements in LLM-based autonomous supply chain solutions, we open-source our code.",https://doi.org/10.1080/00207543.2025.2604311,OpenAlex,1.0,found,
Dsgbench: A diverse strategic game benchmark for evaluating llm-based agents in complex decision-making environments,W Tang; Y Zhou; E Xu; K Cheng; M Li,2025.0,arXiv preprint arXiv …,in-depth analysis of agent behaviour patterns and the changes in  LLM-based agents and  our results suggest that DSGBench provides valuable insights in choosing LLM-based agents,https://arxiv.org/abs/2503.06047,https://arxiv.org/pdf/2503.06047?,15,"/scholar?cites=16051183216974434412&as_sdt=5,33&sciodt=0,33&hl=en",Dsgbench: A diverse strategic game benchmark for evaluating llm-based agents in complex decision-making environments,,,,,skipped,query_arxiv: HTTPError: 429 Client Error: Unknown Error for url: https://export.arxiv.org/api/query?search_query=ti%3A%22Dsgbench%3A+A+diverse+strategic+game+benchmark+for+evaluating+llm-based+agents+in+complex+decision-making+environments%22&start=0&max_results=5
Agentreview: Exploring peer review dynamics with llm agents,Y Jin; Q Zhao; Y Wang; H Chen; K Zhu,2024.0,Proceedings of the …,"(2023), we ask LLM agents to generate reviews that comprise four sections, including  significance and novelty, potential reasons for acceptance, potential reasons for rejection, and",https://aclanthology.org/2024.emnlp-main.70/,https://aclanthology.org/2024.emnlp-main.70.pdf,130,"/scholar?cites=11282446734050652573&as_sdt=5,33&sciodt=0,33&hl=en",Agentreview: Exploring peer review dynamics with llm agents,"Peer review is fundamental to the integrity and advancement of scientific publication.Traditional methods of peer review analyses often rely on exploration and statistics of existing peer review data, which do not adequately address the multivariate nature of the process, account for the latent variables, and are further constrained by privacy concerns due to the sensitive nature of the data.We introduce AGENTREVIEW, the first large language model (LLM) based peer review simulation framework, which effectively disentangles the impacts of multiple latent factors and addresses the privacy issue.Our study reveals significant insights, including a notable 37.1% variation in paper decisions due to reviewers' biases, supported by sociological theories such as the social influence theory, altruism fatigue, and authority bias.We believe that this study could offer valuable insights to improve the design of peer review mechanisms.Our code is available at https://github.com/Ahren09/AgentReview.",https://doi.org/10.18653/v1/2024.emnlp-main.70,OpenAlex,1.0,found,
"A review of prominent paradigms for llm-based agents: Tool use, planning (including rag), and feedback learning",X Li,2025.0,Proceedings of the 31st international conference on …,"veloping Large Language Model (LLM)-based agents across  environments/tasks, common  LLM-profiled roles or LMPRs ( designs across different agent paradigms and frameworks. 3)",https://aclanthology.org/2025.coling-main.652/,https://aclanthology.org/2025.coling-main.652.pdf,57,"/scholar?cites=14352459729605501326&as_sdt=5,33&sciodt=0,33&hl=en","A review of prominent paradigms for llm-based agents: Tool use, planning (including rag), and feedback learning","Tool use, planning, and feedback learning are currently three prominent paradigms for developing Large Language Model (LLM)-based agents across various tasks. Although numerous frameworks have been devised for each paradigm, their intricate workflows and inconsistent taxonomy create challenges in understanding and reviewing the frameworks across different paradigms. This survey introduces a unified taxonomy to systematically review and discuss these frameworks. Specifically, 1) the taxonomy defines environments/tasks, common LLM-profiled roles or LMPRs (policy models, evaluators, and dynamic models), and universally applicable workflows found in prior work, and 2) it enables a comparison of key perspectives on the implementations of LMPRs and workflow designs across different agent paradigms and frameworks. 3) Finally, we identify three limitations in existing workflow designs and systematically discuss the future work. Resources have been made publicly available at in our GitHub repository https://github.com/xinzhel/LLM-Agent-Survey.",https://doi.org/10.48550/arxiv.2406.05804,OpenAlex,0.9151,found,
A large language model-empowered agent for reliable and robust structural analysis,J Liu; Z Geng; R Cao; L Cheng; P Bocchini,2026.0,Structure and …,"of structural mechanics, the LLM lacks the quantitative reliability  Accordingly, an LLM-empowered  agent is developed that (a)  Experimental results demonstrate that the agent achieves",https://www.tandfonline.com/doi/abs/10.1080/15732479.2026.2630123,https://arxiv.org/pdf/2507.02938,7,"/scholar?cites=14537925972299342964&as_sdt=5,33&sciodt=0,33&hl=en",A large language model-empowered agent for reliable and robust structural analysis,"Large language models (LLMs) have exhibited remarkable capabilities across diverse open-domain tasks, yet their application in specialized domains such as civil engineering remains largely unexplored. This paper starts bridging this gap by evaluating and enhancing the reliability and robustness of LLMs in structural analysis of beams. Reliability is assessed through the accuracy of correct outputs under repetitive runs of the same problems, whereas robustness is evaluated via the performance across varying load and boundary conditions. A benchmark dataset, comprising eight beam analysis problems, is created to test the Llama-3.3 70B Instruct model. Results show that, despite a qualitative understanding of structural mechanics, the LLM lacks the quantitative reliability and robustness for engineering applications. To address these limitations, a shift is proposed that reframes the structural analysis as code generation tasks. Accordingly, an LLM-empowered agent is developed that (a) integrates chain-of-thought and few-shot prompting to generate accurate OpeeSeesPy code, and (b) automatically executes the code to produce structural analysis results. Experimental results demonstrate that the agent achieves accuracy exceeding 99.0% on the benchmark dataset, exhibiting reliable and robust performance across diverse conditions. Ablation studies highlight the complete example and function usage examples as the primary contributors to the agent's enhanced performance.",,OpenAlex,1.0,found,
